16000,16000,512
16128,16128,512
3584,3584,1024
3968,3968,1024
5504,5504,1024
5632,5632,1024
6784,6784,1024
6912,6912,1024
7168,7168,1024
7808,7808,1024
7936,7936,1024
8064,8064,1024
8192,8192,1024
8576,8576,1024
8832,8832,1024
8960,8960,1024
9088,9088,1024
9216,9216,1024
9600,9600,1024
9728,9728,1024
9856,9856,1024
9984,9984,1024
10240,10240,1024
10368,10368,1024
10496,10496,1024
10624,10624,1024
10752,10752,1024
10880,10880,1024
11008,11008,1024
11136,11136,1024
11264,11264,1024
11392,11392,1024
11520,11520,1024
11648,11648,1024
11776,11776,1024
11904,11904,1024
12032,12032,1024
12160,12160,1024
12288,12288,1024
12416,12416,1024
12544,12544,1024
12672,12672,1024
12800,12800,1024
12928,12928,1024
13056,13056,1024
13184,13184,1024
13312,13312,1024
13440,13440,1024
13568,13568,1024
13696,13696,1024
13824,13824,1024
13952,13952,1024
14080,14080,1024
14208,14208,1024
14336,14336,1024
14464,14464,1024
14592,14592,1024
14720,14720,1024
14848,14848,1024
14976,14976,1024
15104,15104,1024
15232,15232,1024
15360,15360,1024
15488,15488,1024
15616,15616,1024
15744,15744,1024
15872,15872,1024
16000,16000,1024
16128,16128,1024
16256,16256,1024
16384,16384,1024
3584,3584,2048
4096,4096,2048
5504,5504,2048
5632,5632,2048
6784,6784,2048
6912,6912,2048
7040,7040,2048
7168,7168,2048
7552,7552,2048
7808,7808,2048
7936,7936,2048
8064,8064,2048
8192,8192,2048
8704,8704,2048
8832,8832,2048
8960,8960,2048
9088,9088,2048
9216,9216,2048
9344,9344,2048
9472,9472,2048
9856,9856,2048
10240,10240,2048
10496,10496,2048
10752,10752,2048
11008,11008,2048
11136,11136,2048
11264,11264,2048
11392,11392,2048
11520,11520,2048
11648,11648,2048
11776,11776,2048
11904,11904,2048
12032,12032,2048
12288,12288,2048
12416,12416,2048
12544,12544,2048
12672,12672,2048
12800,12800,2048
12928,12928,2048
13056,13056,2048
13184,13184,2048
13312,13312,2048
13440,13440,2048
13568,13568,2048
13824,13824,2048
13952,13952,2048
14080,14080,2048
14208,14208,2048
14336,14336,2048
14464,14464,2048
14848,14848,2048
15104,15104,2048
15232,15232,2048
15360,15360,2048
15488,15488,2048
15616,15616,2048
15872,15872,2048
16000,16000,2048
16128,16128,2048
16256,16256,2048
16384,16384,2048
5504,5504,4096
5632,5632,4096
5760,5760,4096
6784,6784,4096
6912,6912,4096
7168,7168,4096
7808,7808,4096
8192,8192,4096
8960,8960,4096
9088,9088,4096
12032,12032,4096
13952,13952,4096
14080,14080,4096
14208,14208,4096
16000,16000,4096
16128,16128,4096
5504,5504,8192
5632,5632,8192
5760,5760,8192
7040,7040,8192
8064,8064,8192
9088,9088,8192
5504,5504,16384
6912,6912,16384
7168,7168,16384
8960,8960,16384
9216,9216,16384
10752,10752,16384
10880,10880,16384
11648,11648,16384
12928,12928,16384
14080,14080,16384
15232,15232,16384
16000,16000,16384
16128,16128,16384

